entity,code,year,child_mortality_rate,fertility_rate_hist,continent,sub_region
Latin America and the Caribbean (UN),UN_LAC,1964,7.30375,5.763,,
Latin America and the Caribbean (UN),UN_LAC,1965,7.30375,5.681,,
Latin America and the Caribbean (UN),UN_LAC,1966,7.30375,5.58,,
Latin America and the Caribbean (UN),UN_LAC,1967,7.30375,5.472,,
Latin America and the Caribbean (UN),UN_LAC,1968,7.30375,5.364,,
Latin America and the Caribbean (UN),UN_LAC,1969,7.30375,5.267,,
Latin America and the Caribbean (UN),UN_LAC,1970,7.30375,5.17,,
Latin America and the Caribbean (UN),UN_LAC,1971,7.30375,5.074,,
Latin America and the Caribbean (UN),UN_LAC,1972,7.30375,4.97,,
Latin America and the Caribbean (UN),UN_LAC,1973,7.30375,4.867,,
Latin America and the Caribbean (UN),UN_LAC,1974,7.30375,4.75,,
Latin America and the Caribbean (UN),UN_LAC,1975,7.30375,4.644,,
Latin America and the Caribbean (UN),UN_LAC,1976,7.30375,4.547,,
Latin America and the Caribbean (UN),UN_LAC,1977,7.30375,4.452,,
Latin America and the Caribbean (UN),UN_LAC,1978,7.30375,4.353,,
Latin America and the Caribbean (UN),UN_LAC,1979,7.30375,4.249,,
Latin America and the Caribbean (UN),UN_LAC,1980,7.30375,4.145,,
Latin America and the Caribbean (UN),UN_LAC,1981,7.30375,4.05,,
Latin America and the Caribbean (UN),UN_LAC,1982,7.30375,3.96,,
Latin America and the Caribbean (UN),UN_LAC,1983,7.30375,3.864,,
Latin America and the Caribbean (UN),UN_LAC,1984,7.30375,3.765,,
Latin America and the Caribbean (UN),UN_LAC,1985,7.30375,3.67,,
Latin America and the Caribbean (UN),UN_LAC,1986,7.30375,3.582,,
Latin America and the Caribbean (UN),UN_LAC,1987,7.30375,3.483,,
Latin America and the Caribbean (UN),UN_LAC,1988,7.30375,3.394,,
Latin America and the Caribbean (UN),UN_LAC,1989,7.30375,3.317,,
Latin America and the Caribbean (UN),UN_LAC,1990,7.30375,3.242,,
Latin America and the Caribbean (UN),UN_LAC,1991,7.30375,3.169,,
Latin America and the Caribbean (UN),UN_LAC,1992,7.30375,3.095,,
Latin America and the Caribbean (UN),UN_LAC,1993,7.30375,3.038,,
Latin America and the Caribbean (UN),UN_LAC,1994,7.30375,2.977,,
Latin America and the Caribbean (UN),UN_LAC,1995,7.30375,2.917,,
Latin America and the Caribbean (UN),UN_LAC,1996,7.30375,2.85,,
Latin America and the Caribbean (UN),UN_LAC,1997,7.30375,2.794,,
Latin America and the Caribbean (UN),UN_LAC,1998,7.30375,2.739,,
Latin America and the Caribbean (UN),UN_LAC,1999,7.30375,2.674,,
Latin America and the Caribbean (UN),UN_LAC,2000,7.30375,2.609,,
Latin America and the Caribbean (UN),UN_LAC,2001,7.30375,2.543,,
Latin America and the Caribbean (UN),UN_LAC,2002,7.30375,2.482,,
Latin America and the Caribbean (UN),UN_LAC,2003,7.30375,2.423,,
Latin America and the Caribbean (UN),UN_LAC,2004,7.30375,2.381,,
Latin America and the Caribbean (UN),UN_LAC,2005,7.30375,2.342,,
Latin America and the Caribbean (UN),UN_LAC,2006,7.30375,2.297,,
Latin America and the Caribbean (UN),UN_LAC,2007,7.30375,2.259,,
Latin America and the Caribbean (UN),UN_LAC,2008,7.30375,2.232,,
Latin America and the Caribbean (UN),UN_LAC,2009,7.30375,2.208,,
Latin America and the Caribbean (UN),UN_LAC,2010,7.30375,2.181,,
Latin America and the Caribbean (UN),UN_LAC,2011,7.30375,2.164,,
Latin America and the Caribbean (UN),UN_LAC,2012,7.30375,2.135,,
Latin America and the Caribbean (UN),UN_LAC,2013,7.30375,2.113,,
Latin America and the Caribbean (UN),UN_LAC,2014,7.30375,2.096,,
Latin America and the Caribbean (UN),UN_LAC,2015,7.30375,2.066,,
Latin America and the Caribbean (UN),UN_LAC,2016,7.30375,2.015,,
Latin America and the Caribbean (UN),UN_LAC,2017,7.30375,1.991,,
Latin America and the Caribbean (UN),UN_LAC,2018,7.30375,1.973,,
Latin America and the Caribbean (UN),UN_LAC,2019,7.30375,1.928,,
Latin America and the Caribbean (UN),UN_LAC,2020,7.30375,1.869,,
Latin America and the Caribbean (UN),UN_LAC,2021,7.30375,1.845,,
Latin America and the Caribbean (UN),UN_LAC,2022,7.30375,1.824,,
Latin America and the Caribbean (UN),UN_LAC,2023,7.30375,1.807,,
Least developed countries,,1950,7.30375,6.42,,
Least developed countries,,1951,7.30375,6.431,,
Least developed countries,,1952,7.30375,6.443,,
Least developed countries,,1953,7.30375,6.458,,
Least developed countries,,1954,7.30375,6.478,,
Least developed countries,,1955,7.30375,6.494,,
Least developed countries,,1956,7.30375,6.512,,
Least developed countries,,1957,7.30375,6.532,,
Least developed countries,,1958,7.30375,6.551,,
Least developed countries,,1959,7.30375,6.581,,
Least developed countries,,1960,7.30375,6.609,,
Least developed countries,,1961,7.30375,6.631,,
Least developed countries,,1962,7.30375,6.651,,
Least developed countries,,1963,7.30375,6.663,,
Least developed countries,,1964,7.30375,6.674,,
Least developed countries,,1965,7.30375,6.683,,
Least developed countries,,1966,7.30375,6.694,,
Least developed countries,,1967,7.30375,6.709,,
Least developed countries,,1968,7.30375,6.716,,
Least developed countries,,1969,7.30375,6.722,,
Least developed countries,,1970,7.30375,6.735,,
Least developed countries,,1971,7.30375,6.739,,
Least developed countries,,1972,7.30375,6.738,,
Least developed countries,,1973,7.30375,6.725,,
Least developed countries,,1974,7.30375,6.713,,
Least developed countries,,1975,7.30375,6.692,,
Least developed countries,,1976,7.30375,6.669,,
Least developed countries,,1977,7.30375,6.645,,
Least developed countries,,1978,7.30375,6.642,,
Least developed countries,,1979,7.30375,6.639,,
Least developed countries,,1980,7.30375,6.624,,
Least developed countries,,1981,7.30375,6.593,,
Least developed countries,,1982,7.30375,6.555,,
Least developed countries,,1983,7.30375,6.499,,
Least developed countries,,1984,7.30375,6.438,,
Least developed countries,,1985,7.30375,6.362,,
Least developed countries,,1986,7.30375,6.269,,
Least developed countries,,1987,7.30375,6.179,,
Least developed countries,,1988,7.30375,6.088,,
Least developed countries,,1989,7.30375,6.019,,
Least developed countries,,1990,7.30375,5.943,,
Least developed countries,,1991,7.30375,5.853,,
Least developed countries,,1992,7.30375,5.767,,
Least developed countries,,1993,7.30375,5.694,,
Least developed countries,,1994,7.30375,5.631,,
Least developed countries,,1995,7.30375,5.56,,
Least developed countries,,1996,7.30375,5.487,,
Least developed countries,,1997,7.30375,5.433,,
Least developed countries,,1998,7.30375,5.364,,
Least developed countries,,1999,7.30375,5.3,,
Least developed countries,,2000,7.30375,5.234,,
Least developed countries,,2001,7.30375,5.164,,
Least developed countries,,2002,7.30375,5.096,,
Least developed countries,,2003,7.30375,5.028,,
Least developed countries,,2004,7.30375,4.965,,
Least developed countries,,2005,7.30375,4.902,,
Least developed countries,,2006,7.30375,4.838,,
Least developed countries,,2007,7.30375,4.771,,
Least developed countries,,2008,7.30375,4.703,,
Least developed countries,,2009,7.30375,4.638,,
Least developed countries,,2010,7.30375,4.563,,
Least developed countries,,2011,7.30375,4.491,,
Least developed countries,,2012,7.30375,4.431,,
Least developed countries,,2013,7.30375,4.378,,
Least developed countries,,2014,7.30375,4.33,,
Least developed countries,,2015,7.30375,4.289,,
Least developed countries,,2016,7.30375,4.251,,
Least developed countries,,2017,7.30375,4.209,,
Least developed countries,,2018,7.30375,4.168,,
Least developed countries,,2019,7.30375,4.125,,
Least developed countries,,2020,7.30375,4.077,,
Least developed countries,,2021,7.30375,4.029,,
Least developed countries,,2022,7.30375,3.984,,
Least developed countries,,2023,7.30375,3.936,,
Less developed regions,,1950,7.30375,5.932,,
Less developed regions,,1951,7.30375,5.887,,
Less developed regions,,1952,7.30375,6.163,,
Less developed regions,,1953,7.30375,6.044,,
Less developed regions,,1954,7.30375,6.145,,
Less developed regions,,1955,7.30375,6.143,,
Less developed regions,,1956,7.30375,6.025,,
Less developed regions,,1957,7.30375,6.219,,
Less developed regions,,1958,7.30375,6.001,,
Less developed regions,,1959,7.30375,5.705,,
Less developed regions,,1960,7.30375,5.637,,
Less developed regions,,1961,7.30375,5.454,,
Less developed regions,,1962,7.30375,6.135,,
Less developed regions,,1963,7.30375,6.555,,
Less developed regions,,1964,7.30375,6.288,,
Less developed regions,,1965,7.30375,6.234,,
Less developed regions,,1966,7.30375,6.107,,
Less developed regions,,1967,7.30375,5.921,,
Less developed regions,,1968,7.30375,6.089,,
Less developed regions,,1969,7.30375,5.948,,
Less developed regions,,1970,7.30375,5.882,,
Less developed regions,,1971,7.30375,5.672,,
Less developed regions,,1972,7.30375,5.503,,
Less developed regions,,1973,7.30375,5.336,,
Less developed regions,,1974,7.30375,5.114,,
Less developed regions,,1975,7.30375,4.879,,
Less developed regions,,1976,7.30375,4.736,,
Less developed regions,,1977,7.30375,4.561,,
Less developed regions,,1978,7.30375,4.472,,
Less developed regions,,1979,7.30375,4.438,,
Less developed regions,,1980,7.30375,4.39,,
Less developed regions,,1981,7.30375,4.342,,
Less developed regions,,1982,7.30375,4.328,,
Less developed regions,,1983,7.30375,4.14,,
Less developed regions,,1984,7.30375,4.093,,
Less developed regions,,1985,7.30375,4.03,,
Less developed regions,,1986,7.30375,4.0,,
Less developed regions,,1987,7.30375,3.949,,
Less developed regions,,1988,7.30375,3.826,,
Less developed regions,,1989,7.30375,3.766,,
Less developed regions,,1990,7.30375,3.711,,
Less developed regions,,1991,7.30375,3.486,,
Less developed regions,,1992,7.30375,3.382,,
Less developed regions,,1993,7.30375,3.308,,
Less developed regions,,1994,7.30375,3.247,,
Less developed regions,,1995,7.30375,3.191,,
Less developed regions,,1996,7.30375,3.133,,
Less developed regions,,1997,7.30375,3.084,,
Less developed regions,,1998,7.30375,3.039,,
Less developed regions,,1999,7.30375,3.004,,
Less developed regions,,2000,7.30375,2.999,,
Less developed regions,,2001,7.30375,2.949,,
Less developed regions,,2002,7.30375,2.907,,
Less developed regions,,2003,7.30375,2.87,,
Less developed regions,,2004,7.30375,2.849,,
Less developed regions,,2005,7.30375,2.825,,
Less developed regions,,2006,7.30375,2.808,,
Less developed regions,,2007,7.30375,2.795,,
Less developed regions,,2008,7.30375,2.79,,
Less developed regions,,2009,7.30375,2.783,,
Less developed regions,,2010,7.30375,2.759,,
Less developed regions,,2011,7.30375,2.743,,
Less developed regions,,2012,7.30375,2.759,,
Less developed regions,,2013,7.30375,2.719,,
Less developed regions,,2014,7.30375,2.705,,
Less developed regions,,2015,7.30375,2.673,,
Less developed regions,,2016,7.30375,2.671,,
Less developed regions,,2017,7.30375,2.64,,
Less developed regions,,2018,7.30375,2.566,,
Less developed regions,,2019,7.30375,2.524,,
Less developed regions,,2020,7.30375,2.441,,
Less developed regions,,2021,7.30375,2.402,,
Less developed regions,,2022,7.30375,2.376,,
Less developed regions,,2023,7.30375,2.361,,
"Less developed regions, excluding China",,1950,7.30375,5.97,,
"Less developed regions, excluding China",,1951,7.30375,5.956,,
"Less developed regions, excluding China",,1952,7.30375,6.002,,
"Less developed regions, excluding China",,1953,7.30375,6.027,,
"Less developed regions, excluding China",,1954,7.30375,6.066,,
"Less developed regions, excluding China",,1955,7.30375,6.07,,
"Less developed regions, excluding China",,1956,7.30375,6.082,,
"Less developed regions, excluding China",,1957,7.30375,6.107,,
"Less developed regions, excluding China",,1958,7.30375,6.116,,
"Less developed regions, excluding China",,1959,7.30375,6.119,,
"Less developed regions, excluding China",,1960,7.30375,6.134,,
"Less developed regions, excluding China",,1961,7.30375,6.12,,
"Less developed regions, excluding China",,1962,7.30375,6.146,,
"Less developed regions, excluding China",,1963,7.30375,6.145,,
"Less developed regions, excluding China",,1964,7.30375,6.124,,
"Less developed regions, excluding China",,1965,7.30375,6.083,,
"Less developed regions, excluding China",,1966,7.30375,6.037,,
"Less developed regions, excluding China",,1967,7.30375,5.992,,
"Less developed regions, excluding China",,1968,7.30375,5.94,,
"Less developed regions, excluding China",,1969,7.30375,5.885,,
"Less developed regions, excluding China",,1970,7.30375,5.835,,
"Less developed regions, excluding China",,1971,7.30375,5.777,,
"Less developed regions, excluding China",,1972,7.30375,5.711,,
"Less developed regions, excluding China",,1973,7.30375,5.635,,
"Less developed regions, excluding China",,1974,7.30375,5.549,,
"Less developed regions, excluding China",,1975,7.30375,5.461,,
"Less developed regions, excluding China",,1976,7.30375,5.391,,
"Less developed regions, excluding China",,1977,7.30375,5.304,,
"Less developed regions, excluding China",,1978,7.30375,5.224,,
"Less developed regions, excluding China",,1979,7.30375,5.16,,
"Less developed regions, excluding China",,1980,7.30375,5.103,,
"Less developed regions, excluding China",,1981,7.30375,5.03,,
"Less developed regions, excluding China",,1982,7.30375,4.954,,
"Less developed regions, excluding China",,1983,7.30375,4.877,,
"Less developed regions, excluding China",,1984,7.30375,4.797,,
"Less developed regions, excluding China",,1985,7.30375,4.697,,
"Less developed regions, excluding China",,1986,7.30375,4.611,,
"Less developed regions, excluding China",,1987,7.30375,4.514,,
"Less developed regions, excluding China",,1988,7.30375,4.423,,
"Less developed regions, excluding China",,1989,7.30375,4.336,,
"Less developed regions, excluding China",,1990,7.30375,4.248,,
"Less developed regions, excluding China",,1991,7.30375,4.166,,
"Less developed regions, excluding China",,1992,7.30375,4.076,,
"Less developed regions, excluding China",,1993,7.30375,3.995,,
"Less developed regions, excluding China",,1994,7.30375,3.92,,
"Less developed regions, excluding China",,1995,7.30375,3.845,,
"Less developed regions, excluding China",,1996,7.30375,3.768,,
"Less developed regions, excluding China",,1997,7.30375,3.701,,
"Less developed regions, excluding China",,1998,7.30375,3.633,,
"Less developed regions, excluding China",,1999,7.30375,3.575,,
"Less developed regions, excluding China",,2000,7.30375,3.527,,
"Less developed regions, excluding China",,2001,7.30375,3.473,,
"Less developed regions, excluding China",,2002,7.30375,3.409,,
"Less developed regions, excluding China",,2003,7.30375,3.354,,
"Less developed regions, excluding China",,2004,7.30375,3.308,,
"Less developed regions, excluding China",,2005,7.30375,3.264,,
"Less developed regions, excluding China",,2006,7.30375,3.228,,
"Less developed regions, excluding China",,2007,7.30375,3.192,,
"Less developed regions, excluding China",,2008,7.30375,3.163,,
"Less developed regions, excluding China",,2009,7.30375,3.138,,
"Less developed regions, excluding China",,2010,7.30375,3.102,,
"Less developed regions, excluding China",,2011,7.30375,3.073,,
"Less developed regions, excluding China",,2012,7.30375,3.043,,
"Less developed regions, excluding China",,2013,7.30375,3.003,,
"Less developed regions, excluding China",,2014,7.30375,2.961,,
"Less developed regions, excluding China",,2015,7.30375,2.938,,
"Less developed regions, excluding China",,2016,7.30375,2.902,,
"Less developed regions, excluding China",,2017,7.30375,2.851,,
"Less developed regions, excluding China",,2018,7.30375,2.816,,
"Less developed regions, excluding China",,2019,7.30375,2.767,,
"Less developed regions, excluding China",,2020,7.30375,2.718,,
"Less developed regions, excluding China",,2021,7.30375,2.689,,
"Less developed regions, excluding China",,2022,7.30375,2.667,,
"Less developed regions, excluding China",,2023,7.30375,2.649,,
"Less developed regions, excluding least developed countries",,1950,7.30375,5.867,,
"Less developed regions, excluding least developed countries",,1951,7.30375,5.814,,
"Less developed regions, excluding least developed countries",,1952,7.30375,6.126,,
"Less developed regions, excluding least developed countries",,1953,7.30375,5.989,,
"Less developed regions, excluding least developed countries",,1954,7.30375,6.1,,
"Less developed regions, excluding least developed countries",,1955,7.30375,6.096,,
"Less developed regions, excluding least developed countries",,1956,7.30375,5.959,,
"Less developed regions, excluding least developed countries",,1957,7.30375,6.175,,
"Less developed regions, excluding least developed countries",,1958,7.30375,5.925,,
"Less developed regions, excluding least developed countries",,1959,7.30375,5.585,,
"Less developed regions, excluding least developed countries",,1960,7.30375,5.504,,
"Less developed regions, excluding least developed countries",,1961,7.30375,5.293,,
"Less developed regions, excluding least developed countries",,1962,7.30375,6.063,,
"Less developed regions, excluding least developed countries",,1963,7.30375,6.539,,
"Less developed regions, excluding least developed countries",,1964,7.30375,6.235,,
"Less developed regions, excluding least developed countries",,1965,7.30375,6.173,,
"Less developed regions, excluding least developed countries",,1966,7.30375,6.029,,
"Less developed regions, excluding least developed countries",,1967,7.30375,5.816,,
"Less developed regions, excluding least developed countries",,1968,7.30375,6.007,,
"Less developed regions, excluding least developed countries",,1969,7.30375,5.847,,
"Less developed regions, excluding least developed countries",,1970,7.30375,5.771,,
"Less developed regions, excluding least developed countries",,1971,7.30375,5.533,,
"Less developed regions, excluding least developed countries",,1972,7.30375,5.341,,
"Less developed regions, excluding least developed countries",,1973,7.30375,5.153,,
"Less developed regions, excluding least developed countries",,1974,7.30375,4.902,,
"Less developed regions, excluding least developed countries",,1975,7.30375,4.637,,
"Less developed regions, excluding least developed countries",,1976,7.30375,4.478,,
"Less developed regions, excluding least developed countries",,1977,7.30375,4.283,,
"Less developed regions, excluding least developed countries",,1978,7.30375,4.184,,
"Less developed regions, excluding least developed countries",,1979,7.30375,4.147,,
"Less developed regions, excluding least developed countries",,1980,7.30375,4.096,,
"Less developed regions, excluding least developed countries",,1981,7.30375,4.049,,
"Less developed regions, excluding least developed countries",,1982,7.30375,4.042,,
"Less developed regions, excluding least developed countries",,1983,7.30375,3.839,,
"Less developed regions, excluding least developed countries",,1984,7.30375,3.794,,
"Less developed regions, excluding least developed countries",,1985,7.30375,3.734,,
"Less developed regions, excluding least developed countries",,1986,7.30375,3.712,,
"Less developed regions, excluding least developed countries",,1987,7.30375,3.667,,
"Less developed regions, excluding least developed countries",,1988,7.30375,3.54,,
"Less developed regions, excluding least developed countries",,1989,7.30375,3.481,,
"Less developed regions, excluding least developed countries",,1990,7.30375,3.428,,
"Less developed regions, excluding least developed countries",,1991,7.30375,3.186,,
"Less developed regions, excluding least developed countries",,1992,7.30375,3.078,,
"Less developed regions, excluding least developed countries",,1993,7.30375,3.001,,
"Less developed regions, excluding least developed countries",,1994,7.30375,2.936,,
"Less developed regions, excluding least developed countries",,1995,7.30375,2.88,,
"Less developed regions, excluding least developed countries",,1996,7.30375,2.821,,
"Less developed regions, excluding least developed countries",,1997,7.30375,2.771,,
"Less developed regions, excluding least developed countries",,1998,7.30375,2.726,,
"Less developed regions, excluding least developed countries",,1999,7.30375,2.691,,
"Less developed regions, excluding least developed countries",,2000,7.30375,2.692,,
"Less developed regions, excluding least developed countries",,2001,7.30375,2.642,,
"Less developed regions, excluding least developed countries",,2002,7.30375,2.599,,
"Less developed regions, excluding least developed countries",,2003,7.30375,2.563,,
"Less developed regions, excluding least developed countries",,2004,7.30375,2.544,,
"Less developed regions, excluding least developed countries",,2005,7.30375,2.521,,
"Less developed regions, excluding least developed countries",,2006,7.30375,2.507,,
"Less developed regions, excluding least developed countries",,2007,7.30375,2.497,,
"Less developed regions, excluding least developed countries",,2008,7.30375,2.497,,
"Less developed regions, excluding least developed countries",,2009,7.30375,2.493,,
"Less developed regions, excluding least developed countries",,2010,7.30375,2.471,,
"Less developed regions, excluding least developed countries",,2011,7.30375,2.458,,
"Less developed regions, excluding least developed countries",,2012,7.30375,2.481,,
"Less developed regions, excluding least developed countries",,2013,7.30375,2.436,,
"Less developed regions, excluding least developed countries",,2014,7.30375,2.421,,
"Less developed regions, excluding least developed countries",,2015,7.30375,2.382,,
"Less developed regions, excluding least developed countries",,2016,7.30375,2.379,,
"Less developed regions, excluding least developed countries",,2017,7.30375,2.343,,
"Less developed regions, excluding least developed countries",,2018,7.30375,2.256,,
"Less developed regions, excluding least developed countries",,2019,7.30375,2.207,,
"Less developed regions, excluding least developed countries",,2020,7.30375,2.109,,
"Less developed regions, excluding least developed countries",,2021,7.30375,2.064,,
"Less developed regions, excluding least developed countries",,2022,7.30375,2.034,,
"Less developed regions, excluding least developed countries",,2023,7.30375,2.02,,
Low-income countries,OWID_LIC,1950,21.63,6.477,,
Low-income countries,OWID_LIC,1951,21.63,6.246,,
Low-income countries,OWID_LIC,1952,21.63,6.262,,
Low-income countries,OWID_LIC,1953,21.63,6.323,,
Low-income countries,OWID_LIC,1954,21.63,6.372,,
Low-income countries,OWID_LIC,1955,21.63,6.395,,
Low-income countries,OWID_LIC,1956,21.63,6.383,,
Low-income countries,OWID_LIC,1957,21.63,6.47,,
Low-income countries,OWID_LIC,1958,21.63,6.479,,
Low-income countries,OWID_LIC,1959,21.63,6.421,,
Low-income countries,OWID_LIC,1960,21.63,6.437,,
Low-income countries,OWID_LIC,1961,21.63,6.414,,
Low-income countries,OWID_LIC,1962,21.63,6.448,,
Low-income countries,OWID_LIC,1963,21.63,6.49,,
Low-income countries,OWID_LIC,1964,21.63,6.502,,
Low-income countries,OWID_LIC,1965,21.63,6.522,,
Low-income countries,OWID_LIC,1966,21.63,6.567,,
Low-income countries,OWID_LIC,1967,21.63,6.631,,
Low-income countries,OWID_LIC,1968,21.63,6.633,,
Low-income countries,OWID_LIC,1969,21.63,6.649,,
Low-income countries,OWID_LIC,1970,21.63,6.671,,
Low-income countries,OWID_LIC,1971,21.63,6.678,,
Low-income countries,OWID_LIC,1972,21.63,6.712,,
Low-income countries,OWID_LIC,1973,21.63,6.664,,
Low-income countries,OWID_LIC,1974,21.63,6.653,,
Low-income countries,OWID_LIC,1975,21.63,6.655,,
Low-income countries,OWID_LIC,1976,21.63,6.644,,
Low-income countries,OWID_LIC,1977,21.63,6.65,,
Low-income countries,OWID_LIC,1978,21.63,6.663,,
Low-income countries,OWID_LIC,1979,21.63,6.678,,
Low-income countries,OWID_LIC,1980,21.63,6.68,,
Low-income countries,OWID_LIC,1981,21.21,6.682,,
Low-income countries,OWID_LIC,1982,21.08,6.665,,
Low-income countries,OWID_LIC,1983,22.61,6.652,,
Low-income countries,OWID_LIC,1984,22.4,6.638,,
Low-income countries,OWID_LIC,1985,21.98,6.625,,
Low-income countries,OWID_LIC,1986,21.17,6.608,,
Low-income countries,OWID_LIC,1987,19.66,6.584,,
Low-income countries,OWID_LIC,1988,20.54,6.552,,
Low-income countries,OWID_LIC,1989,18.67,6.516,,
Low-income countries,OWID_LIC,1990,18.41,6.484,,
Low-income countries,OWID_LIC,1991,18.86,6.448,,
Low-income countries,OWID_LIC,1992,18.58,6.414,,
Low-income countries,OWID_LIC,1993,17.57,6.383,,
Low-income countries,OWID_LIC,1994,17.45,6.348,,
Low-income countries,OWID_LIC,1995,16.85,6.315,,
Low-income countries,OWID_LIC,1996,16.45,6.257,,
Low-income countries,OWID_LIC,1997,16.05,6.212,,
Low-income countries,OWID_LIC,1998,15.98,6.165,,
Low-income countries,OWID_LIC,1999,15.04,6.116,,
Low-income countries,OWID_LIC,2000,14.51,6.065,,
Low-income countries,OWID_LIC,2001,13.95,6.001,,
Low-income countries,OWID_LIC,2002,13.39,5.936,,
Low-income countries,OWID_LIC,2003,12.7,5.874,,
Low-income countries,OWID_LIC,2004,12.23,5.817,,
Low-income countries,OWID_LIC,2005,11.71,5.758,,
Low-income countries,OWID_LIC,2006,11.12,5.701,,
Low-income countries,OWID_LIC,2007,10.63,5.631,,
Low-income countries,OWID_LIC,2008,10.17,5.56,,
Low-income countries,OWID_LIC,2009,10.17,5.494,,
Low-income countries,OWID_LIC,2010,9.5,5.413,,
Low-income countries,OWID_LIC,2011,9.72,5.322,,
Low-income countries,OWID_LIC,2012,8.86,5.24,,
Low-income countries,OWID_LIC,2013,8.49,5.164,,
Low-income countries,OWID_LIC,2014,8.46,5.106,,
Low-income countries,OWID_LIC,2015,8.25,5.053,,
Low-income countries,OWID_LIC,2016,8.02,4.995,,
Low-income countries,OWID_LIC,2017,7.9,4.936,,
Low-income countries,OWID_LIC,2018,7.35,4.878,,
Low-income countries,OWID_LIC,2019,7.16,4.813,,
Low-income countries,OWID_LIC,2020,6.82,4.742,,
Low-income countries,OWID_LIC,2021,6.68,4.67,,
Low-income countries,OWID_LIC,2022,6.85,4.602,,
Low-income countries,OWID_LIC,2023,6.23,4.532,,
Lower-middle-income countries,OWID_LMC,1950,16.47,5.801,,
Lower-middle-income countries,OWID_LMC,1951,16.47,5.809,,
Lower-middle-income countries,OWID_LMC,1952,16.47,5.87,,
Lower-middle-income countries,OWID_LMC,1953,16.47,5.891,,
Lower-middle-income countries,OWID_LMC,1954,16.47,5.935,,
Lower-middle-income countries,OWID_LMC,1955,16.47,5.939,,
Lower-middle-income countries,OWID_LMC,1956,16.47,5.954,,
Lower-middle-income countries,OWID_LMC,1957,16.47,5.986,,
Lower-middle-income countries,OWID_LMC,1958,16.47,5.996,,
Lower-middle-income countries,OWID_LMC,1959,16.47,6.008,,
Lower-middle-income countries,OWID_LMC,1960,16.47,6.036,,
Lower-middle-income countries,OWID_LMC,1961,16.47,6.02,,
Lower-middle-income countries,OWID_LMC,1962,16.47,6.061,,
Lower-middle-income countries,OWID_LMC,1963,16.47,6.069,,
Lower-middle-income countries,OWID_LMC,1964,16.47,6.061,,
Lower-middle-income countries,OWID_LMC,1965,16.47,6.028,,
Lower-middle-income countries,OWID_LMC,1966,16.47,5.991,,
Lower-middle-income countries,OWID_LMC,1967,16.47,5.958,,
Lower-middle-income countries,OWID_LMC,1968,16.47,5.923,,
Lower-middle-income countries,OWID_LMC,1969,16.47,5.879,,
Lower-middle-income countries,OWID_LMC,1970,16.47,5.847,,
Lower-middle-income countries,OWID_LMC,1971,16.47,5.811,,
Lower-middle-income countries,OWID_LMC,1972,16.47,5.759,,
Lower-middle-income countries,OWID_LMC,1973,16.47,5.701,,
Lower-middle-income countries,OWID_LMC,1974,16.47,5.64,,
Lower-middle-income countries,OWID_LMC,1975,16.47,5.558,,
Lower-middle-income countries,OWID_LMC,1976,16.47,5.509,,
Lower-middle-income countries,OWID_LMC,1977,16.47,5.429,,
Lower-middle-income countries,OWID_LMC,1978,16.47,5.358,,
Lower-middle-income countries,OWID_LMC,1979,16.47,5.302,,
Lower-middle-income countries,OWID_LMC,1980,16.47,5.263,,
Lower-middle-income countries,OWID_LMC,1981,16.02,5.199,,
Lower-middle-income countries,OWID_LMC,1982,15.6,5.139,,
Lower-middle-income countries,OWID_LMC,1983,15.18,5.086,,
Lower-middle-income countries,OWID_LMC,1984,14.8,5.021,,
Lower-middle-income countries,OWID_LMC,1985,14.44,4.925,,
Lower-middle-income countries,OWID_LMC,1986,14.09,4.851,,
Lower-middle-income countries,OWID_LMC,1987,13.75,4.746,,
Lower-middle-income countries,OWID_LMC,1988,13.41,4.648,,
Lower-middle-income countries,OWID_LMC,1989,13.09,4.555,,
Lower-middle-income countries,OWID_LMC,1990,12.79,4.463,,
Lower-middle-income countries,OWID_LMC,1991,12.5,4.366,,
Lower-middle-income countries,OWID_LMC,1992,12.23,4.256,,
Lower-middle-income countries,OWID_LMC,1993,11.97,4.15,,
Lower-middle-income countries,OWID_LMC,1994,11.71,4.055,,
Lower-middle-income countries,OWID_LMC,1995,11.44,3.958,,
Lower-middle-income countries,OWID_LMC,1996,11.17,3.866,,
Lower-middle-income countries,OWID_LMC,1997,10.86,3.786,,
Lower-middle-income countries,OWID_LMC,1998,10.55,3.708,,
Lower-middle-income countries,OWID_LMC,1999,10.2,3.646,,
Lower-middle-income countries,OWID_LMC,2000,9.85,3.602,,
Lower-middle-income countries,OWID_LMC,2001,9.49,3.55,,
Lower-middle-income countries,OWID_LMC,2002,9.13,3.479,,
Lower-middle-income countries,OWID_LMC,2003,8.8,3.41,,
Lower-middle-income countries,OWID_LMC,2004,8.48,3.347,,
Lower-middle-income countries,OWID_LMC,2005,8.17,3.284,,
Lower-middle-income countries,OWID_LMC,2006,7.88,3.236,,
Lower-middle-income countries,OWID_LMC,2007,7.58,3.186,,
Lower-middle-income countries,OWID_LMC,2008,7.35,3.154,,
Lower-middle-income countries,OWID_LMC,2009,7.04,3.127,,
Lower-middle-income countries,OWID_LMC,2010,6.8,3.078,,
Lower-middle-income countries,OWID_LMC,2011,6.54,3.034,,
Lower-middle-income countries,OWID_LMC,2012,6.3,2.996,,
